coords,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.849615', '37.488682')",6,18,120,216,864,1184
"('55.851616', '37.520994')",5,5,144,195,1058,1078
"('55.864778', '37.466188')",6,17,110,138,704,1033
"('55.817461', '37.525594')",2,19,157,322,1312,1409
"('55.84132', '37.515972')",2,5,124,266,1102,1202
"('55.852707', '37.513584')",5,11,144,192,1019,1085
"('55.841079', '37.493704')",14,13,125,250,979,1224
"('55.822857', '37.521516')",8,11,142,312,1271,1362
"('55.821725', '37.516602')",10,10,141,313,1264,1366
"('55.819115', '37.489265')",4,5,153,278,1187,1287
"('55.820749', '37.518416')",9,11,148,314,1271,1373
"('55.825103', '37.528253')",4,9,138,306,1294,1327
"('55.816662', '37.51246')",6,14,155,308,1282,1387
"('55.81956', '37.517464')",13,8,153,316,1270,1386
"('55.819272', '37.494611')",6,2,154,272,1234,1285
"('55.826913', '37.521605')",4,12,128,311,1240,1343
"('55.869455', '37.46211')",8,7,100,136,660,951
"('55.809029', '37.505247')",7,14,175,318,1290,1437
"('55.808456', '37.505524')",9,12,177,320,1295,1442
"('55.8084933', '37.4886215')",4,10,180,258,1292,1316
"('55.822822', '37.506496')",4,14,136,302,1236,1318
"('55.812388', '37.483971')",3,7,143,286,1200,1317
"('55.811595', '37.484848')",4,6,154,280,1228,1305
"('55.816495', '37.514994')",6,12,157,309,1290,1389
"('55.816404', '37.522513')",5,16,160,321,1309,1410
"('55.817406', '37.48908')",3,7,152,283,1200,1295
"('55.778061', '37.555777')",6,18,289,459,1503,1750
"('55.775454', '37.5577')",4,20,291,459,1516,1756
"('55.800808', '37.503036')",7,29,195,289,1395,1429
"('55.818665', '37.51124')",10,9,154,305,1271,1369
"('55.8217699', '37.5199416')",8,12,143,313,1272,1368
"('55.7206172', '37.6935138')",9,0,153,288,1338,1668
"('55.7202015', '37.6935129')",9,0,153,287,1335,1669
"('55.7348828', '37.6793423')",12,33,161,310,1480,1661
"('55.7262713', '37.6758841')",16,17,177,287,1478,1698
"('55.72517', '37.676132')",14,18,171,297,1458,1714
"('55.72893', '37.67554')",17,21,181,281,1503,1676
"('55.718775', '37.674418')",5,19,149,318,1421,1737
"('55.729419', '37.677552')",17,21,172,295,1480,1683
"('55.730101', '37.673214')",18,21,185,281,1512,1685
"('55.729371', '37.67334')",20,19,186,275,1512,1686
"('55.7210103', '37.6935982')",9,0,152,290,1333,1675
"('55.728562', '37.678971')",14,21,166,299,1466,1690
"('55.734207', '37.679978')",9,33,157,313,1476,1663
"('55.730015', '37.67684')",14,24,170,297,1484,1685
"('55.7198492', '37.6940765')",9,0,154,290,1328,1672
"('55.725453', '37.67042')",14,21,175,295,1498,1718
"('55.73516', '37.678936')",12,34,161,309,1481,1660
"('55.71767', '37.667752')",8,14,163,303,1471,1737
"('55.725246', '37.67724')",12,18,169,299,1451,1712
"('55.730669', '37.670833')",16,28,182,298,1498,1719
"('55.730724', '37.670033')",16,29,185,299,1490,1729
"('55.722193', '37.672855')",8,28,154,324,1443,1743
"('55.7282164', '37.6727889')",22,16,186,275,1502,1698
"('55.725458', '37.678056')",12,20,167,300,1444,1717
"('55.739924', '37.667573')",11,24,208,367,1456,1760
"('55.681267', '37.7592')",9,9,117,154,775,1318
"('55.704697', '37.75045')",6,12,124,170,940,1450
"('55.703449', '37.742187')",2,12,108,210,921,1552
"('55.70741', '37.757355')",7,18,112,170,912,1415
"('55.6815818', '37.7454492')",4,10,105,164,862,1395
"('55.698883', '37.740201')",4,9,101,213,917,1584
"('55.678966', '37.758419')",10,15,104,155,762,1306
"('55.70414', '37.76866')",9,12,120,151,860,1351
"('55.6961', '37.73675')",2,8,99,220,937,1584
"('55.705521', '37.76008')",7,16,121,158,914,1378
"('55.686213', '37.738072')",2,9,97,211,893,1511
"('55.681092', '37.772613')",2,7,100,148,707,1261
"('55.722483', '37.734259')",6,24,93,260,1133,1465
"('55.699639', '37.783356')",6,12,99,167,703,1304
"('55.714839', '37.756673')",8,7,124,153,973,1389
"('55.68027', '37.74982')",6,17,96,171,826,1364
"('55.69464', '37.74631')",4,5,111,192,907,1492
"('55.70507', '37.75788')",10,12,127,156,917,1395
"('55.679066', '37.76078')",10,12,106,155,750,1301
"('55.704605', '37.76142')",10,11,123,154,908,1372
"('55.698746', '37.78718')",7,7,100,169,679,1289
"('55.681037', '37.757566')",8,12,113,154,781,1330
"('55.698055', '37.787254')",7,5,100,169,680,1281
"('55.700245', '37.784615')",8,9,103,164,704,1293
"('55.702822', '37.7677')",8,13,116,156,851,1369
"('55.704063', '37.754215')",9,13,127,161,930,1417
"('55.677616', '37.758895')",11,16,98,164,743,1309
"('55.698486', '37.782036')",6,8,103,163,707,1311
"('55.707506', '37.758157')",7,20,110,174,907,1416
"('55.70776', '37.760117')",7,20,108,173,904,1402
"('55.677208', '37.75047')",7,19,90,176,803,1340
"('55.667046', '37.784595')",3,8,64,150,559,1075
"('55.696149', '37.749319')",6,8,113,185,902,1463
"('55.704489', '37.768121')",9,14,120,151,866,1349
"('55.702404', '37.751978')",6,14,120,182,897,1465
"('55.845405', '37.373096')",5,6,44,94,391,849
"('55.847705', '37.370581')",3,10,37,93,360,824
"('55.840755', '37.38834')",4,4,69,91,499,931
"('55.844834', '37.347494')",3,5,29,45,303,701
"('55.862681', '37.37244')",2,0,46,67,310,723
"('55.851884', '37.352012')",5,10,24,59,278,688
"('55.852137', '37.354582')",6,9,25,66,281,706
"('55.840149', '37.377569')",6,7,53,97,433,892
"('55.859505', '37.40859')",2,9,68,116,480,879
"('55.8565101', '37.4045102')",3,7,70,112,483,882
"('55.842464', '37.373302')",6,6,43,100,400,876
"('55.85383', '37.35121')",8,3,30,52,278,661
"('55.838314', '37.380516')",4,6,55,97,455,920
"('55.856538', '37.34938')",6,3,27,49,271,624
"('55.8451537', '37.3697561')",6,7,41,93,369,845
"('55.839421', '37.385349')",7,2,65,94,485,936
"('55.855825', '37.352336')",7,4,28,53,277,653
"('55.824655', '37.432694')",6,4,93,189,754,1255
"('55.842747', '37.364418')",4,10,29,88,360,827
"('55.843995', '37.351958')",4,5,29,56,316,749
"('55.838085', '37.392265')",4,5,68,100,522,969
"('55.85408', '37.362137')",2,10,28,76,298,741
"('55.709226', '37.580005')",7,6,155,389,1561,1653
"('55.687812', '37.519791')",3,16,181,311,1248,1640
"('55.7146728', '37.51856')",5,12,116,377,1531,1427
"('55.712589', '37.51211')",10,10,127,346,1486,1437
"('55.709956', '37.585691')",6,11,158,381,1579,1664
"('55.710631', '37.58393')",6,13,154,384,1581,1661
"('55.722588', '37.558391')",3,11,140,451,1672,1520
"('55.698878', '37.553046')",2,12,140,364,1485,1641
"('55.71975', '37.56981')",10,13,127,438,1638,1591
"('55.704103', '37.565021')",1,6,132,398,1488,1669
"('55.723366', '37.558006')",4,7,145,441,1686,1513
"('55.7129532', '37.5779497')",4,16,136,395,1595,1639
"('55.7192822', '37.573064')",13,10,130,431,1633,1612
"('55.727612', '37.586563')",9,15,211,404,1699,1628
"('55.663299', '37.556703')",10,21,193,258,1095,1761
"('55.642635', '37.54877')",4,6,119,293,848,1591
"('55.659912', '37.518488')",18,11,210,225,1024,1594
"('55.661389', '37.572369')",8,23,176,247,1091,1757
"('55.672691', '37.542222')",15,22,203,287,1157,1781
"('55.6570191', '37.5590593')",10,15,186,265,996,1746
"('55.67255', '37.545815')",11,26,198,282,1161,1784
"(55.6612052, 37.5310673)",5,14,215,250,1045,1691
"('55.65868', '37.53109')",3,13,212,244,1018,1681
"('55.663715', '37.551986')",7,15,206,264,1096,1770
"('55.666786', '37.545727')",7,18,209,261,1122,1765
"('55.655846', '37.563583')",12,13,181,259,982,1747
"('55.66119', '37.519493')",17,13,205,237,1036,1607
"('55.728976', '37.558688')",2,8,163,435,1702,1525
"('55.672549', '37.527525')",8,25,196,292,1118,1741
"('55.654854', '37.55926')",9,11,184,263,984,1718
"('55.668655', '37.537523')",7,27,201,282,1127,1757
"('55.6628571', '37.5136361')",16,18,197,251,1022,1593
"('55.6634', '37.560502')",7,28,183,262,1092,1778
"('55.668491', '37.54408')",10,20,206,271,1139,1766
"('55.662964', '37.528217')",6,19,211,252,1062,1679
"('55.661765', '37.523725')",14,14,207,243,1042,1653
"('55.651546', '37.55499')",4,8,165,280,915,1734
"('55.661547', '37.558113')",8,23,177,274,1051,1787
"('55.658994', '37.5226097')",8,20,198,237,1010,1631
"('55.663705', '37.514778')",17,18,200,249,1032,1602
"('55.675976', '37.542285')",18,18,201,289,1187,1776
"('55.659786', '37.519936')",14,15,209,227,1028,1597
"('55.663451', '37.517949')",16,20,201,250,1043,1621
"('55.664248', '37.51759')",16,21,196,259,1034,1642
"('55.658683', '37.560377')",12,16,181,268,1017,1764
"('55.663415', '37.553154')",8,16,202,264,1093,1764
"('55.653904', '37.55954')",9,10,179,265,966,1720
"('55.660871', '37.567087')",10,24,175,260,1051,1782
"('55.670387', '37.531657')",8,24,200,282,1130,1740
"('55.67523', '37.545923')",12,23,195,280,1197,1775
"('55.661526', '37.560932')",7,27,167,274,1056,1784
"('55.668356', '37.523294')",2,42,168,311,1037,1738
"('55.673546', '37.540226')",16,20,203,290,1166,1775
"('55.665594', '37.547594')",7,16,206,266,1105,1772
"('55.669917', '37.542758')",11,23,202,281,1134,1777
"('55.657271', '37.567554')",9,19,162,272,993,1764
"('55.742585', '37.543003')",11,20,201,414,1699,1515
"('55.745924', '37.549264')",14,21,242,395,1725,1545
"('55.762247', '37.54904')",10,19,296,423,1613,1680
"('55.7467578', '37.5575985')",13,20,266,391,1735,1580
"('55.748914', '37.557304')",13,24,265,400,1714,1606
"('55.748478', '37.561203')",18,13,277,402,1721,1627
"('55.746365', '37.54797')",13,25,236,398,1717,1552
"('55.743907', '37.546938')",16,17,230,388,1728,1524
"('55.749245', '37.54557')",8,37,221,405,1692,1575
"('55.747417', '37.557384')",14,18,264,398,1720,1600
"('55.744064', '37.541386')",14,17,206,404,1698,1516
"('55.747734', '37.564903')",16,13,275,415,1698,1673
"('55.750727', '37.562272')",10,22,278,418,1693,1658
"('55.74597', '37.555238')",16,21,257,387,1739,1559
"('55.742264', '37.55096')",12,21,231,391,1739,1520
"('55.752586', '37.548088')",6,36,246,403,1687,1598
"('55.75052', '37.539401')",11,22,211,424,1645,1601
"('55.7514785', '37.5637033')",10,23,282,423,1679,1687
"('55.743324', '37.542393')",13,18,203,411,1695,1523
"('55.74366', '37.539894')",11,19,197,412,1685,1514
"('55.740416', '37.543066')",13,13,202,397,1718,1487
"('55.747855', '37.555598')",12,24,263,387,1727,1582
"('55.815666', '37.652363')",9,16,93,274,1358,1338
"('55.823211', '37.621399')",4,11,128,217,1500,1181
"('55.834472', '37.65805')",8,10,95,188,1175,1318
"('55.719994', '37.831226')",7,8,67,144,533,972
"('55.720459', '37.818696')",7,8,88,151,621,1064
"('55.727066', '37.82976')",4,9,68,149,571,961
"('55.727752', '37.8306847')",4,10,66,148,566,958
"('55.706867', '37.811985')",7,7,83,159,606,1112
"('55.715931', '37.804179')",2,8,97,166,686,1156
"('55.703936', '37.817789')",6,11,74,142,560,1076
"('55.710781', '37.803875')",3,10,94,166,654,1177
"('55.725098', '37.82897')",6,11,71,149,561,973
"('55.727318', '37.80842')",2,3,107,138,728,1093
"('55.704266', '37.81196')",8,7,83,146,598,1119
"('55.710415', '37.810925')",4,8,90,155,621,1121
"('55.707202', '37.82246')",4,7,77,130,565,1019
"('55.741837', '37.820152')",1,14,70,114,713,980
"('55.7351775', '37.8226439')",4,8,77,137,661,983
"('55.740041', '37.761734')",4,5,90,219,1021,1291
"('55.705701', '37.771636')",9,18,111,155,850,1335
"('55.721929', '37.833222')",5,10,63,146,521,964
"('55.7269396', '37.8345162')",4,7,65,139,535,940
"('55.74678', '37.798682')",11,6,83,135,831,1089
"('55.713142', '37.776917')",5,16,122,149,867,1283
"('55.707699', '37.781802')",7,22,97,174,767,1306
"('55.669712', '37.439957')",2,8,62,206,771,1304
"('55.658429', '37.408229')",6,7,57,91,708,923
"('55.667657', '37.440226')",2,7,63,191,776,1273
"('55.655026', '37.424399')",9,6,69,119,747,1011
"('55.6532991', '37.4229723')",7,8,64,118,741,976
"('55.674407', '37.445033')",4,9,68,234,797,1373
"('55.658129', '37.423123')",8,9,64,128,750,1050
"('55.653482', '37.424228')",7,7,66,121,740,992
"('55.6578187', '37.4266497')",7,7,74,118,770,1063
"('55.675433', '37.444889')",5,8,72,237,797,1383
"('55.661262', '37.410142')",5,6,57,100,715,971
"('55.677712', '37.44444')",5,5,79,235,802,1402
"('55.654899', '37.423033')",9,7,67,119,744,997
"('55.655295', '37.423375')",9,7,67,120,748,1000
"('55.6613809', '37.4130854')",6,9,55,109,723,1002
"('55.669081', '37.448026')",4,9,77,211,810,1340
"('55.690334', '37.494081')",8,9,185,239,1211,1498
"('55.698296', '37.503353')",7,21,157,310,1318,1515
"('55.668574', '37.449165')",5,7,83,206,817,1339
"('55.678621', '37.517015')",5,22,171,327,1101,1693
"('55.667279', '37.456675')",5,6,99,218,844,1369
"('55.641981', '37.472378')",3,5,84,192,811,1141
"('55.807643', '37.564302')",10,17,173,382,1477,1472
"('55.810993', '37.563107')",11,8,160,358,1467,1444
"('55.798986', '37.570914')",10,23,204,440,1469,1625
"('55.800414', '37.560841')",7,25,205,401,1457,1588
"('55.798915', '37.542303')",10,20,219,383,1452,1539
"('55.795677', '37.564007')",12,26,234,427,1468,1646
"('55.8026729', '37.5353869')",10,29,205,373,1418,1498
"('55.817204', '37.564743')",1,18,141,316,1475,1343
"('55.811848', '37.567078')",9,9,159,351,1473,1435
"('55.811905', '37.56274')",11,7,165,342,1476,1418
"('55.811913', '37.558975')",8,8,176,328,1477,1399
"('55.802326', '37.56863')",9,22,188,427,1447,1600
"('55.801374', '37.57033')",9,23,186,443,1443,1624
"('55.81173', '37.565946')",10,8,160,349,1475,1433
"('55.80155', '37.56015')",8,19,208,392,1459,1569
"('55.806965', '37.545869')",7,23,193,333,1463,1430
"('55.784016', '37.511555')",9,19,234,357,1445,1553
"('55.801388', '37.487415')",6,12,188,243,1343,1362
"('55.80535', '37.57139')",8,18,183,404,1484,1519
"('55.793453', '37.562443')",10,28,246,437,1464,1675
"('55.801311', '37.5614192')",8,24,201,405,1451,1586
"('55.858723', '37.515926')",4,13,156,160,986,1044
"('55.888184', '37.52483')",4,10,75,153,581,997
"('55.856214', '37.504394')",8,11,138,174,951,1069
"('55.87698', '37.511024')",4,9,109,151,700,995
"('55.875107', '37.522773')",3,10,113,173,725,1070
"('55.86062', '37.525028')",3,11,138,181,947,1081
"('55.874329', '37.523501')",4,12,115,174,741,1072
"('55.870299', '37.499713')",5,12,120,158,774,996
"('55.884141', '37.520896')",5,6,96,145,638,976
"('55.865716', '37.488246')",5,22,108,178,756,1047
"('55.886902', '37.516925')",3,6,81,142,605,963
"('55.855984', '37.5107')",7,15,142,172,986,1062
"('55.875132', '37.491799')",2,14,99,168,664,988
"('55.86169', '37.499355')",8,13,130,175,860,1059
"('55.883671', '37.520186')",5,7,98,144,641,982
"('55.873784', '37.521623')",3,11,118,171,752,1059
"('55.86107', '37.52332')",4,10,140,178,946,1069
"('55.88263', '37.521076')",4,11,100,153,648,992
"('55.8690817', '37.5036388')",5,9,129,148,809,1007
"('55.881625', '37.502181')",4,4,99,134,647,948
"('55.862858', '37.497548')",7,12,128,177,835,1053
"('55.877849', '37.505876')",5,7,113,141,680,983
"('55.869006', '37.514212')",1,16,116,173,814,1051
"('55.879748', '37.510134')",4,9,98,151,655,993
"('55.8578662', '37.5154207')",4,14,152,164,989,1045
"('55.871147', '37.48042')",5,13,95,160,684,991
"('55.70448', '37.462566')",8,11,160,226,1138,1450
"('55.719334', '37.443336')",7,26,145,183,1058,1505
"('55.717752', '37.4298685')",11,24,129,166,936,1497
"('55.713651', '37.4584875')",3,9,166,194,1167,1449
"('55.706431', '37.470976')",5,21,158,242,1192,1457
"('55.69426', '37.457592')",3,15,116,266,932,1586
"('55.713897', '37.457286')",3,10,165,188,1165,1446
"('55.713158', '37.457607')",3,11,163,198,1157,1451
"('55.722897', '37.453405')",10,14,146,211,1158,1515
"('55.719054', '37.429007')",12,22,132,157,941,1492
"('55.722458', '37.43878')",9,28,137,175,1022,1527
"('55.710484', '37.482924')",12,16,163,220,1375,1381
"('55.7149838', '37.474807')",4,17,178,210,1337,1404
"('55.703083', '37.45416')",2,10,137,219,1057,1453
"('55.704933', '37.469765')",6,22,152,249,1163,1470
"('55.722034', '37.47316')",5,10,172,212,1381,1402
"('55.708706', '37.44392')",1,11,143,191,1021,1459
"('55.709196', '37.469997')",8,15,174,218,1221,1444
"('55.70701', '37.462478')",6,16,158,218,1158,1440
"('55.724754', '37.4673')",9,20,149,238,1319,1447
"('55.704179', '37.463242')",7,14,155,234,1136,1458
"('55.714546', '37.436319')",8,16,144,172,979,1488
"('55.71897', '37.47891')",5,13,174,211,1401,1394
"('55.711341', '37.475162')",9,16,175,212,1294,1425
"('55.71648', '37.4749332')",5,15,182,200,1355,1403
"('55.706146', '37.467968')",9,16,168,232,1175,1453
"('55.72239', '37.464221')",6,19,153,221,1294,1446
"('55.720657', '37.455643')",9,15,151,203,1196,1468
"('55.708313', '37.463395')",7,14,161,215,1164,1453
"('55.720895', '37.451519')",11,14,150,199,1131,1492
"('55.7135579', '37.4351178')",8,11,144,170,960,1481
"('55.709799', '37.478253')",8,15,167,218,1302,1427
"('55.718532', '37.444961')",7,25,143,190,1066,1500
"('55.865728', '37.598232')",7,13,118,194,799,1328
"('55.886417', '37.539463')",5,15,93,145,642,1000
"('55.866738', '37.598798')",8,15,119,188,778,1334
"('55.885452', '37.670734')",5,11,72,104,449,1124
"('55.744526', '37.545267')",15,19,217,404,1706,1543
"('55.750028', '37.534397')",10,22,205,428,1624,1598
"('55.748159', '37.540236')",9,26,204,410,1678,1551
"('55.756523', '37.554626')",9,28,297,392,1686,1625
"('55.72607', '37.582943')",8,20,190,406,1697,1613
"('55.7554262', '37.5450296')",10,22,240,434,1629,1644
"('55.68361', '37.72714')",8,7,97,204,958,1521
"('55.666792', '37.733069')",4,9,115,120,876,1289
"('55.66017', '37.730724')",7,7,118,121,826,1250
"('55.67555', '37.746481')",5,16,88,177,820,1340
"('55.678433', '37.739393')",3,14,97,165,897,1387
"('55.681341', '37.728954')",6,9,97,193,936,1484
"('55.675154', '37.757952')",9,19,86,177,720,1305
"('55.676712', '37.743723')",5,12,98,167,850,1362
"('55.684122', '37.721768')",8,4,94,216,988,1547
"('55.68032', '37.72457')",8,5,96,192,957,1499
"('55.683011', '37.738369')",3,14,94,187,897,1469
"('55.676086', '37.72591')",3,6,106,168,944,1445
"('55.678295', '37.745934')",7,13,97,170,849,1364
"('55.682014', '37.721714')",8,3,99,194,989,1505
"('55.615795', '37.746895')",10,14,81,79,424,907
"('55.686684', '37.72608')",6,8,91,228,964,1580
"('55.632154', '37.479879')",7,1,79,173,798,1067
"('55.785267', '37.568127')",13,25,293,462,1446,1804
"('55.790236', '37.567231')",16,22,271,455,1466,1726
"('55.79394', '37.56959')",18,21,252,426,1500,1650
"('55.777884', '37.553621')",7,15,295,458,1502,1738
"('55.788849', '37.568776')",12,28,266,468,1461,1751
"('55.7931271', '37.5672822')",19,19,261,431,1486,1673
"('55.785103', '37.511993')",9,20,235,347,1463,1530
"('55.788442', '37.557578')",4,27,278,449,1456,1718
"('55.781388', '37.527714')",14,23,237,448,1435,1676
"('55.789871', '37.600998')",6,15,279,424,1512,1756
"('55.784198', '37.561685')",12,16,292,457,1466,1753
"('55.785169', '37.564042')",12,19,294,461,1453,1780
"('55.79399', '37.570305')",18,21,248,429,1504,1645
"('55.797012', '37.569692')",15,22,232,418,1506,1609
"('55.7939481', '37.5675456')",16,23,253,429,1485,1659
"('55.786718', '37.569333')",13,30,280,466,1441,1793
"('55.7893963', '37.5718264')",9,30,267,455,1476,1744
"('55.780633', '37.558275')",7,14,296,458,1495,1748
"('55.800028', '37.557448')",6,22,211,393,1456,1580
"('55.77676', '37.575738')",13,35,297,457,1516,1822
"('55.78594', '37.561849')",9,23,281,464,1460,1748
"('55.781464', '37.561068')",10,12,302,452,1492,1757
"('55.797493', '37.55859')",6,28,210,421,1463,1606
